level_0,index,reviewer,date,body,location,state,year,month,fast food outlet,neg,neu,pos,compound,sentiment,terms
205,205,Natalie,Oct. 26,used want go restaurants eat general ive seen ones good choice ones bad review mcdonalds mcdonalds play lot people eat one almost everywhere go realize bad beef patties formed ground beef factory flash frozen sent mcdonalds restaurants served patties seasoned salt pepper grilled 40 seconds according video mcdonalds australia fries overly packed things dont even need french fry, Grand Rapids,MI,2021,Oct.,McDonalds,0.105,0.796,0.099,-0.34,negative,"['used', 'want', 'go', 'restaurants', 'eat', 'general', 'ive', 'seen', 'ones', 'good', 'choice', 'ones', 'bad', 'review', 'mcdonalds', 'mcdonalds', 'play', 'lot', 'people', 'eat', 'one', 'almost', 'everywhere', 'go', 'realize', 'bad', 'beef', 'patties', 'formed', 'ground', 'beef', 'factory', 'flash', 'frozen', 'sent', 'mcdonalds', 'restaurants', 'served', 'patties', 'seasoned', 'salt', 'pepper', 'grilled', '40', 'seconds', 'according', 'video', 'mcdonalds', 'australia', 'fries', 'overly', 'packed', 'things', 'dont', 'even', 'need', 'french', 'fry']"
206,206,Jack,Sept. 29,prices menu drive lady takes order cannot speak english well cannot get order right understand say charges large order medium cannot understand mcdonalds would let happen issue rectified never eat mcdonalds, Sherman,TX,2021,Sept.,McDonalds,0.119,0.881,0.0,-0.443,negative,"['prices', 'menu', 'drive', 'lady', 'takes', 'order', 'cannot', 'speak', 'english', 'well', 'cannot', 'get', 'order', 'right', 'understand', 'say', 'charges', 'large', 'order', 'medium', 'cannot', 'understand', 'mcdonalds', 'would', 'let', 'happen', 'issue', 'rectified', 'never', 'eat', 'mcdonalds']"
207,207,Shreeram,Sept. 24,ordered oreo mocha paid wait 30 40 mins told oreo mocha finished gave refund ordered hot fudge sundae satisfied service wait long time get paid would recommend anybody go, Singapore,Other,2021,Sept.,McDonalds,0.0,0.836,0.164,0.6486,positive,"['ordered', 'oreo', 'mocha', 'paid', 'wait', '30', '40', 'mins', 'told', 'oreo', 'mocha', 'finished', 'gave', 'refund', 'ordered', 'hot', 'fudge', 'sundae', 'satisfied', 'service', 'wait', 'long', 'time', 'get', 'paid', 'would', 'recommend', 'anybody', 'go']"
208,208,Gy,Sept. 22,bad decision experience order store manager day blocked whatsapp instead handling issue least putting contact someone shift delivered order missing item paid told deliver back around 9 pm 22 hours half contacted manager texting whatsapp unprofessional duty asked bill couldnt find system also unprofessional put reason 3 hours dont gas 2 drivers time order nearby deliver also ignorant disrespectful unprofessional maximum, Adma,Other,2021,Sept.,McDonalds,0.268,0.732,0.0,-0.9571,negative,"['bad', 'decision', 'experience', 'order', 'store', 'manager', 'day', 'blocked', 'whatsapp', 'instead', 'handling', 'issue', 'least', 'putting', 'contact', 'someone', 'shift', 'delivered', 'order', 'missing', 'item', 'paid', 'told', 'deliver', 'back', 'around', '9', 'pm', '22', 'hours', 'half', 'contacted', 'manager', 'texting', 'whatsapp', 'unprofessional', 'duty', 'asked', 'bill', 'couldnt', 'find', 'system', 'also', 'unprofessional', 'put', 'reason', '3', 'hours', 'dont', 'gas', '2', 'drivers', 'time', 'order', 'nearby', 'deliver', 'also', 'ignorant', 'disrespectful', 'unprofessional', 'maximum']"
209,209,Tiffany,Sept. 4,went mcdonalds drive thru ordered 1500 worth breakfast food included pancakes receive syrup checked pulled away since already checked saw food correct like mindful time window come back around thru drive thru spend unnecessary time get syrup already bag ask syrup hands one problem arise number one always get two im assuming yall hand two three pancakes one syrup mam im south need syrup ok let get back track says oh well 33 cents insert air quotes hand dollar say sure give two like ok wait 5 mins syrup im like im running yall time, Baker,LA,2021,Sept.,McDonalds,0.024,0.744,0.232,0.9595,positive,"['went', 'mcdonalds', 'drive', 'thru', 'ordered', '1500', 'worth', 'breakfast', 'food', 'included', 'pancakes', 'receive', 'syrup', 'checked', 'pulled', 'away', 'since', 'already', 'checked', 'saw', 'food', 'correct', 'like', 'mindful', 'time', 'window', 'come', 'back', 'around', 'thru', 'drive', 'thru', 'spend', 'unnecessary', 'time', 'get', 'syrup', 'already', 'bag', 'ask', 'syrup', 'hands', 'one', 'problem', 'arise', 'number', 'one', 'always', 'get', 'two', 'im', 'assuming', 'yall', 'hand', 'two', 'three', 'pancakes', 'one', 'syrup', 'mam', 'im', 'south', 'need', 'syrup', 'ok', 'let', 'get', 'back', 'track', 'says', 'oh', 'well', '33', 'cents', 'insert', 'air', 'quotes', 'hand', 'dollar', 'say', 'sure', 'give', 'two', 'like', 'ok', 'wait', '5', 'mins', 'syrup', 'im', 'like', 'im', 'running', 'yall', 'time']"
210,210,Ariel,July 25,early morning july 25 2021 500 came store 18735 located 14401 dixie hwy miami fl 33176 witnessed big change customer service come almost every day early morning bitter experience almost daily store personnel treated like intruder like wifi store past even sealed literally electric outlets prevent people like keep laptop recharged today opened store time positive attitude, Miami,FL,2021,July,McDonalds,0.042,0.773,0.185,0.8126,positive,"['early', 'morning', 'july', '25', '2021', '500', 'came', 'store', '18735', 'located', '14401', 'dixie', 'hwy', 'miami', 'fl', '33176', 'witnessed', 'big', 'change', 'customer', 'service', 'come', 'almost', 'every', 'day', 'early', 'morning', 'bitter', 'experience', 'almost', 'daily', 'store', 'personnel', 'treated', 'like', 'intruder', 'like', 'wifi', 'store', 'past', 'even', 'sealed', 'literally', 'electric', 'outlets', 'prevent', 'people', 'like', 'keep', 'laptop', 'recharged', 'today', 'opened', 'store', 'time', 'positive', 'attitude']"
211,211,Andrew,July 22,really think buy breakfast anytime able get cheeseburger anytime especially since really dont care breakfast food really like mcdonalds food preferred tree lunch rather breakfast thank thank thank, Sandston,VA,2021,July,McDonalds,0.08,0.635,0.284,0.7496,positive,"['really', 'think', 'buy', 'breakfast', 'anytime', 'able', 'get', 'cheeseburger', 'anytime', 'especially', 'since', 'really', 'dont', 'care', 'breakfast', 'food', 'really', 'like', 'mcdonalds', 'food', 'preferred', 'tree', 'lunch', 'rather', 'breakfast', 'thank', 'thank', 'thank']"
212,212,Jonnie,July 4,stopped mcdonalds restaurant recently got sprite drink meal took 1 drink getting back interstate noticed tasted badreal bad thought maybe hadnt got drink like long time taste fine would better drinks even 10 min taste left mouth worsened got really sick dizzy throat burning, Saltville,VA,2021,July,McDonalds,0.284,0.633,0.083,-0.8881,negative,"['stopped', 'mcdonalds', 'restaurant', 'recently', 'got', 'sprite', 'drink', 'meal', 'took', '1', 'drink', 'getting', 'back', 'interstate', 'noticed', 'tasted', 'badreal', 'bad', 'thought', 'maybe', 'hadnt', 'got', 'drink', 'like', 'long', 'time', 'taste', 'fine', 'would', 'better', 'drinks', 'even', '10', 'min', 'taste', 'left', 'mouth', 'worsened', 'got', 'really', 'sick', 'dizzy', 'throat', 'burning']"
213,213,Rick,Dec. 12,seem experience egg shells breakfast sandwiches far often seems locations others think may aspiring chef cooks trying one handed egg breaks matter reason egg shells totally ruin good egg sandwich wish mcdonalds would address issue, Beaverlodge,AB,2020,Dec.,McDonalds,0.097,0.737,0.166,0.2228,positive,"['seem', 'experience', 'egg', 'shells', 'breakfast', 'sandwiches', 'far', 'often', 'seems', 'locations', 'others', 'think', 'may', 'aspiring', 'chef', 'cooks', 'trying', 'one', 'handed', 'egg', 'breaks', 'matter', 'reason', 'egg', 'shells', 'totally', 'ruin', 'good', 'egg', 'sandwich', 'wish', 'mcdonalds', 'would', 'address', 'issue']"
214,214,Donnie,Oct. 31,ive never gotten one orders right wasnt missing hamburgers fries raw meat go act like fault lol employees good top pay thats nothing run around 6 8 hrs like chicken head cut never eat mcdonalds thanks clogging organs arteries making blood thick throughout years pass like ketchup packs twos, Cincinnati,OH,2021,Oct.,McDonalds,0.136,0.598,0.266,0.8064,positive,"['ive', 'never', 'gotten', 'one', 'orders', 'right', 'wasnt', 'missing', 'hamburgers', 'fries', 'raw', 'meat', 'go', 'act', 'like', 'fault', 'lol', 'employees', 'good', 'top', 'pay', 'thats', 'nothing', 'run', 'around', '6', '8', 'hrs', 'like', 'chicken', 'head', 'cut', 'never', 'eat', 'mcdonalds', 'thanks', 'clogging', 'organs', 'arteries', 'making', 'blood', 'thick', 'throughout', 'years', 'pass', 'like', 'ketchup', 'packs', 'twos']"
215,215,Natalie,Oct. 26,used want go restaurants eat general ive seen ones good choice ones bad review mcdonalds mcdonalds play lot people eat one almost everywhere go realize bad beef patties formed ground beef factory flash frozen sent mcdonalds restaurants served patties seasoned salt pepper grilled 40 seconds according video mcdonalds australia fries overly packed things dont even need french fry, Grand Rapids,MI,2021,Oct.,McDonalds,0.105,0.796,0.099,-0.34,negative,"['used', 'want', 'go', 'restaurants', 'eat', 'general', 'ive', 'seen', 'ones', 'good', 'choice', 'ones', 'bad', 'review', 'mcdonalds', 'mcdonalds', 'play', 'lot', 'people', 'eat', 'one', 'almost', 'everywhere', 'go', 'realize', 'bad', 'beef', 'patties', 'formed', 'ground', 'beef', 'factory', 'flash', 'frozen', 'sent', 'mcdonalds', 'restaurants', 'served', 'patties', 'seasoned', 'salt', 'pepper', 'grilled', '40', 'seconds', 'according', 'video', 'mcdonalds', 'australia', 'fries', 'overly', 'packed', 'things', 'dont', 'even', 'need', 'french', 'fry']"
216,216,Jack,Sept. 29,prices menu drive lady takes order cannot speak english well cannot get order right understand say charges large order medium cannot understand mcdonalds would let happen issue rectified never eat mcdonalds, Sherman,TX,2021,Sept.,McDonalds,0.119,0.881,0.0,-0.443,negative,"['prices', 'menu', 'drive', 'lady', 'takes', 'order', 'cannot', 'speak', 'english', 'well', 'cannot', 'get', 'order', 'right', 'understand', 'say', 'charges', 'large', 'order', 'medium', 'cannot', 'understand', 'mcdonalds', 'would', 'let', 'happen', 'issue', 'rectified', 'never', 'eat', 'mcdonalds']"
217,217,Shreeram,Sept. 24,ordered oreo mocha paid wait 30 40 mins told oreo mocha finished gave refund ordered hot fudge sundae satisfied service wait long time get paid would recommend anybody go, Singapore,Other,2021,Sept.,McDonalds,0.0,0.836,0.164,0.6486,positive,"['ordered', 'oreo', 'mocha', 'paid', 'wait', '30', '40', 'mins', 'told', 'oreo', 'mocha', 'finished', 'gave', 'refund', 'ordered', 'hot', 'fudge', 'sundae', 'satisfied', 'service', 'wait', 'long', 'time', 'get', 'paid', 'would', 'recommend', 'anybody', 'go']"
218,218,Gy,Sept. 22,bad decision experience order store manager day blocked whatsapp instead handling issue least putting contact someone shift delivered order missing item paid told deliver back around 9 pm 22 hours half contacted manager texting whatsapp unprofessional duty asked bill couldnt find system also unprofessional put reason 3 hours dont gas 2 drivers time order nearby deliver also ignorant disrespectful unprofessional maximum, Adma,Other,2021,Sept.,McDonalds,0.268,0.732,0.0,-0.9571,negative,"['bad', 'decision', 'experience', 'order', 'store', 'manager', 'day', 'blocked', 'whatsapp', 'instead', 'handling', 'issue', 'least', 'putting', 'contact', 'someone', 'shift', 'delivered', 'order', 'missing', 'item', 'paid', 'told', 'deliver', 'back', 'around', '9', 'pm', '22', 'hours', 'half', 'contacted', 'manager', 'texting', 'whatsapp', 'unprofessional', 'duty', 'asked', 'bill', 'couldnt', 'find', 'system', 'also', 'unprofessional', 'put', 'reason', '3', 'hours', 'dont', 'gas', '2', 'drivers', 'time', 'order', 'nearby', 'deliver', 'also', 'ignorant', 'disrespectful', 'unprofessional', 'maximum']"
219,219,Tiffany,Sept. 4,went mcdonalds drive thru ordered 1500 worth breakfast food included pancakes receive syrup checked pulled away since already checked saw food correct like mindful time window come back around thru drive thru spend unnecessary time get syrup already bag ask syrup hands one problem arise number one always get two im assuming yall hand two three pancakes one syrup mam im south need syrup ok let get back track says oh well 33 cents insert air quotes hand dollar say sure give two like ok wait 5 mins syrup im like im running yall time, Baker,LA,2021,Sept.,McDonalds,0.024,0.744,0.232,0.9595,positive,"['went', 'mcdonalds', 'drive', 'thru', 'ordered', '1500', 'worth', 'breakfast', 'food', 'included', 'pancakes', 'receive', 'syrup', 'checked', 'pulled', 'away', 'since', 'already', 'checked', 'saw', 'food', 'correct', 'like', 'mindful', 'time', 'window', 'come', 'back', 'around', 'thru', 'drive', 'thru', 'spend', 'unnecessary', 'time', 'get', 'syrup', 'already', 'bag', 'ask', 'syrup', 'hands', 'one', 'problem', 'arise', 'number', 'one', 'always', 'get', 'two', 'im', 'assuming', 'yall', 'hand', 'two', 'three', 'pancakes', 'one', 'syrup', 'mam', 'im', 'south', 'need', 'syrup', 'ok', 'let', 'get', 'back', 'track', 'says', 'oh', 'well', '33', 'cents', 'insert', 'air', 'quotes', 'hand', 'dollar', 'say', 'sure', 'give', 'two', 'like', 'ok', 'wait', '5', 'mins', 'syrup', 'im', 'like', 'im', 'running', 'yall', 'time']"
220,220,James,Nov. 13,drive thru 730pm spent 45 man rude order wrong got home suppose whopper double buns dry stale expired literally falling apart sandwiches ordered fries cold disgusting worst food ever ordered, Hatboro,PA,2021,Nov.,Burger King,0.378,0.622,0.0,-0.9349,negative,"['drive', 'thru', '730pm', 'spent', '45', 'man', 'rude', 'order', 'wrong', 'got', 'home', 'suppose', 'whopper', 'double', 'buns', 'dry', 'stale', 'expired', 'literally', 'falling', 'apart', 'sandwiches', 'ordered', 'fries', 'cold', 'disgusting', 'worst', 'food', 'ever', 'ordered']"
221,221,Rylee,Oct. 28,brand mcchicken five fing dollars taste like himalayan salt rock dipped pacific ocean wrapped come sock like three pieces four day old lettuce people suck dont go go mcdonalds cheaper, Mason City,NE,2021,Oct.,Burger King,0.083,0.774,0.143,0.2732,positive,"['brand', 'mcchicken', 'five', 'fing', 'dollars', 'taste', 'like', 'himalayan', 'salt', 'rock', 'dipped', 'pacific', 'ocean', 'wrapped', 'come', 'sock', 'like', 'three', 'pieces', 'four', 'day', 'old', 'lettuce', 'people', 'suck', 'dont', 'go', 'go', 'mcdonalds', 'cheaper']"
222,222,Bethany,Oct. 14,three locations three different occasions one thing common food never ready delivery arrive least 1 item either discontinued general mean come youre 24 hour food joint, Wichita,KS,2021,Oct.,Burger King,0.078,0.922,0.0,-0.2755,negative,"['three', 'locations', 'three', 'different', 'occasions', 'one', 'thing', 'common', 'food', 'never', 'ready', 'delivery', 'arrive', 'least', '1', 'item', 'either', 'discontinued', 'general', 'mean', 'come', 'youre', '24', 'hour', 'food', 'joint']"
223,223,Ramona,Oct. 8,went burger king brigham city excellent service friendly gal chantelle gave excellent whopper back sure, Brigham City,UT,2021,Oct.,Burger King,0.0,0.46,0.54,0.9169,positive,"['went', 'burger', 'king', 'brigham', 'city', 'excellent', 'service', 'friendly', 'gal', 'chantelle', 'gave', 'excellent', 'whopper', 'back', 'sure']"
224,224,Al,Oct. 4,recently stopped burger king drive hunt club road ottawa young lad working window grubby interested getting order card reader filthy screen barely seen many burger king outlets far dirtiest worst service, Brockville,ON,2021,Oct.,Burger King,0.24,0.691,0.069,-0.7717,negative,"['recently', 'stopped', 'burger', 'king', 'drive', 'hunt', 'club', 'road', 'ottawa', 'young', 'lad', 'working', 'window', 'grubby', 'interested', 'getting', 'order', 'card', 'reader', 'filthy', 'screen', 'barely', 'seen', 'many', 'burger', 'king', 'outlets', 'far', 'dirtiest', 'worst', 'service']"
